M1;EURUSD-OTC;19:11;CALL
M1;EURUSD-OTC;19:12;CALL
M1;EURUSD-OTC;19:13;CALL
M1;EURUSD-OTC;19:14;CALL
M1;EURUSD-OTC;19:15;CALL
M1;EURUSD-OTC;19:16;CALL
M1;EURUSD-OTC;19:18;CALL
M1;EURUSD-OTC;19:18;CALL
M1;EURUSD-OTC;19:19;CALL
M1;EURUSD-OTC;19:20;CALL
M1;EURUSD-OTC;19:21;CALL
M1;EURUSD-OTC;19:22;CALL
M1;EURUSD-OTC;19:23;CALL
M1;EURUSD-OTC;19:24;CALL
M1;EURUSD-OTC;19:25;CALL
M1;EURUSD-OTC;19:26;CALL
M1;EURUSD-OTC;19:28;CALL
M1;EURUSD-OTC;19:28;CALL
M1;EURUSD-OTC;19:29;CALL
M1;EURUSD-OTC;19:30;CALL
M1;EURUSD-OTC;19:31;CALL
M1;EURUSD-OTC;19:32;CALL
M1;EURUSD-OTC;19:33;CALL
M1;EURUSD-OTC;19:34;CALL
M1;EURUSD-OTC;19:35;CALL
M1;EURUSD-OTC;19:36;CALL
M1;EURUSD-OTC;19:38;CALL
M1;EURUSD-OTC;19:38;CALL
M1;EURUSD-OTC;19:39;CALL
M1;EURUSD-OTC;19:40;CALL
M1;EURUSD-OTC;19:41;CALL
M1;EURUSD-OTC;19:42;CALL
M1;EURUSD-OTC;19:43;CALL
M1;EURUSD-OTC;19:44;CALL
M1;EURUSD-OTC;19:45;CALL
M1;EURUSD-OTC;19:46;CALL
M1;EURUSD-OTC;19:48;CALL
M1;EURUSD-OTC;19:48;CALL
M1;EURUSD-OTC;19:49;CALL
M1;EURUSD-OTC;19:50;CALL
M1;EURUSD-OTC;19:51;CALL
M1;EURUSD-OTC;19:52;CALL
M1;EURUSD-OTC;19:53;CALL
M1;EURUSD-OTC;19:54;CALL
M1;EURUSD-OTC;19:55;CALL
M1;EURUSD-OTC;19:56;CALL
M1;EURUSD-OTC;19:58;CALL
M1;EURUSD-OTC;19:58;CALL
M1;EURUSD-OTC;19:59;CALL
